date,from,value_m3
2022-02-09,Azerbaijan,24604694.02255973
2022-02-09,LNG,364050367.3860911
2022-02-09,Norway,243257060.14743757
2022-02-09,Russia,306884063.4754419
2022-02-09,United Kingdom,38388844.30233591
2022-02-10,Algeria,89589556.79900524
2022-02-10,Azerbaijan,26498428.10196287
2022-02-10,LNG,381432831.3615774
2022-02-10,Norway,242480564.68602896
2022-02-10,Russia,282992153.740119
2022-02-10,United Kingdom,31730041.300293095
2022-02-11,Algeria,89613707.70050626
2022-02-11,Azerbaijan,25920838.70681233
2022-02-11,LNG,374758159.0194511
2022-02-11,Norway,237951300.96811438
2022-02-11,Russia,278689615.9889866
2022-02-11,United Kingdom,29328754.418687265
2022-02-12,Algeria,89985766.23145927
2022-02-12,Azerbaijan,25925956.479261033
2022-02-12,LNG,328354828.8835598
2022-02-12,Norway,243129723.092637
2022-02-12,Russia,277358549.56301624
2022-02-12,United Kingdom,24857392.930100363
2022-02-13,Algeria,90162066.16928679
2022-02-13,Azerbaijan,26953178.701483257
2022-02-13,LNG,280982414.0154543
2022-02-13,Norway,242337670.58353317
2022-02-13,Russia,277520752.2319922
2022-02-13,United Kingdom,30924774.225064393
2022-02-14,Algeria,89336976.907363
2022-02-14,Azerbaijan,26978721.9113598
2022-02-14,LNG,330656408.0468958
2022-02-14,Norway,241098381.24167332
2022-02-14,Russia,291622757.75734967
2022-02-14,United Kingdom,27935511.76836309
2022-02-15,Algeria,88615253.57491784
2022-02-15,Azerbaijan,31185325.60618172
2022-02-15,LNG,339323292.0508038
2022-02-15,Norway,240924616.31583622
2022-02-15,Russia,306565511.13420373
2022-02-15,United Kingdom,27723262.1902478
2022-02-16,Algeria,87945423.57225332
2022-02-16,Azerbaijan,30524694.2001954
2022-02-16,LNG,317076309.8232525
2022-02-16,Norway,240766555.77760014
2022-02-16,Russia,279755961.73727685
2022-02-16,United Kingdom,24492484.767741363
2022-02-17,Algeria,87369096.1897149
2022-02-17,Azerbaijan,30770439.55946354
2022-02-17,Libya,4897460.254019007
2022-02-17,LNG,342510832.5872635
2022-02-17,Norway,233670582.22755128
2022-02-17,Russia,273154661.47082335
2022-02-17,United Kingdom,28592531.930011544
2022-02-18,Algeria,88786546.14086509
2022-02-18,Azerbaijan,30606109.51239009
2022-02-18,Libya,7322089.617195132
2022-02-18,LNG,277298714.13979924
2022-02-18,Norway,224170147.2244427
2022-02-18,Russia,275129996.06892264
2022-02-18,United Kingdom,22010308.73079314
2022-02-19,Algeria,88775056.22168931
2022-02-19,Azerbaijan,30457329.07007727
2022-02-19,Libya,5886718.269828581
2022-02-19,LNG,231702436.21991295
2022-02-19,Norway,224488844.7819522
2022-02-19,Russia,266680966.83097965
2022-02-19,United Kingdom,23206009.858779643
2022-02-20,Algeria,89815240.607514
2022-02-20,Azerbaijan,30533662.75868194
2022-02-20,Libya,5879990.6741273645
2022-02-20,LNG,296682752.9620748
2022-02-20,Norway,235153164.9524825
2022-02-20,Russia,269406264.5101696
2022-02-20,United Kingdom,22866318.145483613
2022-02-21,Algeria,88505647.65965006
2022-02-21,Azerbaijan,30651190.425437428
2022-02-21,Libya,6816538.502531308
2022-02-21,LNG,324060940.0213163
2022-02-21,Norway,236963255.3601563
2022-02-21,Russia,271275926.0476063
2022-02-21,United Kingdom,25786185.274003018
2022-02-22,Algeria,88526090.77182698
2022-02-22,Azerbaijan,30565504.92938982
2022-02-22,Libya,6815191.402433609
2022-02-22,LNG,326717250.28865796
2022-02-22,Norway,235551557.95363706
2022-02-22,Russia,277514073.6317613
2022-02-22,United Kingdom,29580940.13677946
2022-02-23,Algeria,87731320.45474732
2022-02-23,Azerbaijan,30427589.217514876
2022-02-23,Libya,6805921.307398525
2022-02-23,LNG,338654658.3089084
2022-02-23,Norway,238100169.89963585
2022-02-23,Russia,294883603.28270715
2022-02-23,United Kingdom,27939658.31779021
2022-02-24,Algeria,87700405.00932586
2022-02-24,Azerbaijan,30550400.124344967
2022-02-24,Libya,6812547.206679101
2022-02-24,LNG,337141861.1688427
2022-02-24,Norway,238336461.03561595
2022-02-24,Russia,330140704.48441243
2022-02-24,United Kingdom,29426863.131716847
2022-02-25,Algeria,87541456.43485212
2022-02-25,Azerbaijan,30512845.368149925
2022-02-25,Libya,6811067.590372146
2022-02-25,LNG,324985537.01039165
2022-02-25,Norway,237708843.29869437
2022-02-25,Russia,365631364.3006484
2022-02-25,United Kingdom,30073526.751931787
2022-02-26,Algeria,88457037.39230837
2022-02-26,Azerbaijan,30436371.52500222
2022-02-26,Libya,5846461.053379518
2022-02-26,LNG,323225923.8475886
2022-02-26,Norway,237147070.95656806
2022-02-26,Russia,383167484.9671374
2022-02-26,United Kingdom,48860379.25215383
2022-02-27,Algeria,88104489.91917577
2022-02-27,Azerbaijan,30181713.65130118
2022-02-27,Libya,5840364.419575451
2022-02-27,LNG,311099019.646505
2022-02-27,Norway,237705990.03463897
2022-02-27,Russia,372681132.7639222
2022-02-27,United Kingdom,54107967.9367617
2022-02-28,Algeria,87086692.69029221
2022-02-28,Azerbaijan,30075486.721733723
2022-02-28,Libya,6836345.94546585
2022-02-28,LNG,350864434.3547384
2022-02-28,Norway,238450839.2574829
2022-02-28,Russia,371670918.3536726
2022-02-28,United Kingdom,48283286.59738875
2022-03-01,Algeria,85480403.67705835
2022-03-01,Azerbaijan,30549722.621902477
2022-03-01,Libya,5843694.910738076
2022-03-01,LNG,371678494.7863931
2022-03-01,Norway,238939691.06492585
2022-03-01,Russia,384512278.00328624
2022-03-01,United Kingdom,44000746.33626432
2022-03-02,Algeria,85775146.01652011
2022-03-02,Azerbaijan,30432642.241762143
2022-03-02,Libya,6827194.244604317
2022-03-02,LNG,362324780.8686384
2022-03-02,Norway,239730775.13988808
2022-03-02,Russia,377812739.11137754
2022-03-02,United Kingdom,37274337.92521538
2022-03-03,Algeria,85872033.39550582
2022-03-03,Azerbaijan,30726874.85567102
2022-03-03,Libya,6823859.31254996
2022-03-03,LNG,363594451.55875295
2022-03-03,Norway,196041293.24540368
2022-03-03,Russia,377440847.28688157
2022-03-03,United Kingdom,38889043.96482813
2022-03-04,Algeria,85919497.82396305
2022-03-04,Azerbaijan,31167022.204458658
2022-03-04,Libya,6813101.785238476
2022-03-04,LNG,341728141.5312194
2022-03-04,Norway,238001895.62128076
2022-03-04,Russia,382069979.02469134
2022-03-04,United Kingdom,37420030.81978861
2022-03-05,Algeria,87083377.47579713
2022-03-05,Azerbaijan,31183941.20259348
2022-03-05,Libya,3901689.759303668
2022-03-05,LNG,342213906.3327116
2022-03-05,Norway,229681593.6139977
2022-03-05,Russia,383275252.0718536
2022-03-05,United Kingdom,32167391.775468513
2022-03-06,Algeria,88339618.08331113
2022-03-06,Azerbaijan,31172657.34079403
2022-03-06,Libya,2927969.890754063
2022-03-06,LNG,326800874.855671
2022-03-06,Norway,232277876.00142106
2022-03-06,Russia,379800156.99342746
2022-03-06,United Kingdom,31153659.83657518
2022-03-07,Algeria,85474627.4980016
2022-03-07,Azerbaijan,30240580.24691358
2022-03-07,Libya,5348313.7045918815
2022-03-07,LNG,381969369.86410874
2022-03-07,Norway,234474218.4208189
2022-03-07,Russia,381446355.4701128
2022-03-07,United Kingdom,25848129.58522071
2022-03-08,Algeria,88188104.89386268
2022-03-08,Azerbaijan,30292266.275868192
2022-03-08,Libya,3894271.871391776
2022-03-08,LNG,413214120.5968558
2022-03-08,Norway,236720566.2048139
2022-03-08,Russia,385074215.0164313
2022-03-08,United Kingdom,37591474.02078338
2022-03-09,Algeria,88021444.00035527
2022-03-09,Azerbaijan,30546234.4790834
2022-03-09,Libya,1468455.0137667644
2022-03-09,LNG,404384541.8864908
2022-03-09,Norway,236516896.5005773
2022-03-09,Russia,385415514.7986499
2022-03-09,United Kingdom,44065154.63185007
2022-03-10,Algeria,88222072.74180655
2022-03-10,Azerbaijan,30766330.135891285
2022-03-10,Libya,1466220.4458655298
2022-03-10,LNG,365410487.29016787
2022-03-10,Norway,236226157.9891642
2022-03-10,Russia,380892605.37374544
2022-03-10,United Kingdom,38792535.30508926
2022-03-11,Algeria,87882706.81232792
2022-03-11,Azerbaijan,30129529.35429434
2022-03-11,Libya,1463345.2349231725
2022-03-11,LNG,388566456.7634781
2022-03-11,Norway,240084936.50413
2022-03-11,Russia,383808122.57340795
2022-03-11,United Kingdom,49197603.872457586
2022-03-12,Algeria,88466964.11759481
2022-03-12,Azerbaijan,30173655.120348167
2022-03-12,Libya,1468362.2879474198
2022-03-12,LNG,331293873.06155074
2022-03-12,Norway,238807449.2938982
2022-03-12,Russia,381689377.8820499
2022-03-12,United Kingdom,43954442.22399858
2022-03-13,Algeria,89927423.0393463
2022-03-13,Azerbaijan,29702291.76658673
2022-03-13,Libya,1469495.603517186
2022-03-13,LNG,324309989.3063327
2022-03-13,Norway,239791746.99351627
2022-03-13,Russia,379342074.33590907
2022-03-13,United Kingdom,35547769.07362998
2022-03-14,Algeria,88735992.09521271
2022-03-14,Azerbaijan,31503308.997246645
2022-03-14,Libya,974258.6375344167
2022-03-14,LNG,333601333.4487965
2022-03-14,Norway,236891538.04067856
2022-03-14,Russia,381270602.60174084
2022-03-14,United Kingdom,40372969.71311839
2022-03-15,Algeria,88686449.9511502
2022-03-15,Azerbaijan,32512363.44257927
2022-03-15,Libya,989703.881339373
2022-03-15,LNG,360774399.86677325
2022-03-15,Norway,231437636.05115902
2022-03-15,Russia,352519836.1809219
2022-03-15,United Kingdom,36327785.50492939
2022-03-16,Algeria,88161348.16591172
2022-03-16,Azerbaijan,33726508.482103206
2022-03-16,Libya,2932579.802824407
2022-03-16,LNG,369272506.46593833
2022-03-16,Norway,225443191.84652275
2022-03-16,Russia,328157985.7276845
2022-03-16,United Kingdom,37768412.02593481
2022-03-17,Algeria,88357196.2874145
2022-03-17,Azerbaijan,33728793.764988005
2022-03-17,Libya,4391629.7184474645
2022-03-17,LNG,341676731.1484146
2022-03-17,Norway,236934701.21680433
2022-03-17,Russia,316955420.1838529
2022-03-17,United Kingdom,47168409.53903544
2022-03-18,Algeria,87815917.6658673
2022-03-18,Azerbaijan,32209099.74242828
2022-03-18,Libya,7828422.950528466
2022-03-18,LNG,360353185.30953014
2022-03-18,Norway,241785959.3480771
2022-03-18,Russia,316179574.41957545
2022-03-18,United Kingdom,55049143.351985075
2022-03-19,Algeria,88733658.14015454
2022-03-19,Azerbaijan,30537480.948574472
2022-03-19,Libya,4422992.89457323
2022-03-19,LNG,314936277.91100454
2022-03-19,Norway,242077084.536815
2022-03-19,Russia,313751709.89963585
2022-03-19,United Kingdom,63049813.393729456
2022-03-20,Algeria,88780987.92077449
2022-03-20,Azerbaijan,30560916.688871123
2022-03-20,Libya,4406151.345590195
2022-03-20,LNG,308714952.4824585
2022-03-20,Norway,242147994.6798117
2022-03-20,Russia,313728163.6557421
2022-03-20,United Kingdom,61718684.07496225
2022-03-21,Algeria,87984248.77875477
2022-03-21,Azerbaijan,30523409.272581935
2022-03-21,Libya,6846504.485300648
2022-03-21,LNG,370107906.9810818
2022-03-21,Norway,242649518.50963676
2022-03-21,Russia,322893065.4392042
2022-03-21,United Kingdom,45958260.85798028
2022-03-22,Algeria,87619220.71231903
2022-03-22,Azerbaijan,30544840.927258193
2022-03-22,Libya,7830683.630873079
2022-03-22,LNG,358810622.3732125
2022-03-22,Norway,239538952.26929566
2022-03-22,Russia,335358183.06243896
2022-03-22,United Kingdom,63178639.666044936
2022-03-23,Algeria,87089140.24336086
2022-03-23,Azerbaijan,30650226.66311395
2022-03-23,Libya,6870623.767652544
2022-03-23,LNG,366292840.4298783
2022-03-23,Norway,238869393.232081
2022-03-23,Russia,331941671.3304912
2022-03-23,United Kingdom,58656529.08784083
2022-03-24,Algeria,87664074.69579892
2022-03-24,Azerbaijan,30682319.211297628
2022-03-24,Libya,6875978.239630518
2022-03-24,LNG,374672678.6393108
2022-03-24,Norway,243371194.84856558
2022-03-24,Russia,340425703.11217695
2022-03-24,United Kingdom,68539444.62208012
2022-03-25,Algeria,88719131.98330224
2022-03-25,Azerbaijan,30511412.20357048
2022-03-25,Libya,6865500.310862421
2022-03-25,LNG,350959964.95248246
2022-03-25,Norway,243211843.84936497
2022-03-25,Russia,346119775.82556176
2022-03-25,United Kingdom,68083436.18438582
2022-03-26,Algeria,75010452.7933209
2022-03-26,Azerbaijan,35947016.4312994
2022-03-26,Libya,4426060.307309708
2022-03-26,LNG,336381094.65316635
2022-03-26,Norway,232379243.42303932
2022-03-26,Russia,339643181.15019095
2022-03-26,United Kingdom,49535343.0144773
2022-03-27,Algeria,74855575.53956833
2022-03-27,Azerbaijan,30541243.183231194
2022-03-27,Libya,4429308.375521804
2022-03-27,LNG,307890075.03330666
2022-03-27,Norway,242527339.9413802
2022-03-27,Russia,347186454.5545786
2022-03-27,United Kingdom,47339593.30313527
2022-03-28,Algeria,86148228.26183498
2022-03-28,Azerbaijan,30512817.83462119
2022-03-28,Libya,6385382.893685052
2022-03-28,LNG,356153484.0127898
2022-03-28,Norway,241411207.11430854
2022-03-28,Russia,350782052.9274358
2022-03-28,United Kingdom,40994016.69775291
2022-03-29,Algeria,86870319.74420464
2022-03-29,Azerbaijan,30478443.556266095
2022-03-29,Libya,8333064.748201438
2022-03-29,LNG,385973705.87974066
2022-03-29,Norway,242890582.6538769
2022-03-29,Russia,356241450.25845987
2022-03-29,United Kingdom,31570878.319566563
2022-03-30,Algeria,87862320.1882938
2022-03-30,Azerbaijan,30508258.28226308
2022-03-30,Libya,8336431.210587085
2022-03-30,LNG,345147420.20605737
2022-03-30,Norway,241133648.09485742
2022-03-30,Russia,372896540.96189713
2022-03-30,United Kingdom,38302964.650501825
2022-03-31,Algeria,89212459.36584066
2022-03-31,Azerbaijan,30519784.97202238
2022-03-31,Libya,9321317.3461231
2022-03-31,LNG,332122650.9459099
2022-03-31,Norway,241528601.30562216
2022-03-31,Russia,377401242.29416466
2022-03-31,United Kingdom,49976222.630784266
2022-04-01,Algeria,87695820.6767919
2022-04-01,Azerbaijan,29605358.912869703
2022-04-01,Libya,11743870.23714362
2022-04-01,LNG,335824789.1553424
2022-04-01,Norway,238747678.36397547
2022-04-01,Russia,341159209.69890755
2022-04-01,United Kingdom,70052570.12168042
2022-04-02,Algeria,88129658.49542588
2022-04-02,Azerbaijan,29653030.19806377
2022-04-02,Libya,8814700.861532995
2022-04-02,LNG,323311172.3332445
2022-04-02,Norway,242286050.88373744
2022-04-02,Russia,348519863.7534417
2022-04-02,United Kingdom,85225077.0139444
2022-04-03,Algeria,87881766.23145927
2022-04-03,Azerbaijan,29619495.781152856
2022-04-03,Libya,8819022.470912158
2022-04-03,LNG,324397418.22541964
2022-04-03,Norway,242098662.2257749
2022-04-03,Russia,352055359.7122302
2022-04-03,United Kingdom,85491394.07585041
2022-04-04,Algeria,87089356.07069899
2022-04-04,Azerbaijan,29615817.745803356
2022-04-04,Libya,11761857.98028244
2022-04-04,LNG,378634497.1578293
2022-04-04,Norway,242873504.76951772
2022-04-04,Russia,355492646.5050182
2022-04-04,United Kingdom,80345256.85229594
2022-04-05,Algeria,87327328.18189892
2022-04-05,Azerbaijan,29638603.428368416
2022-04-05,Libya,11732065.103472777
2022-04-05,LNG,409656279.163336
2022-04-05,Norway,243965688.82671642
2022-04-05,Russia,352275312.1946887
2022-04-05,United Kingdom,83662332.73825385
2022-04-06,Algeria,87640733.81294963
2022-04-06,Azerbaijan,29607249.933386624
2022-04-06,Libya,9746598.898658851
2022-04-06,LNG,396566133.1468159
2022-04-06,Norway,245542685.06972197
2022-04-06,Russia,346671143.1743494
2022-04-06,United Kingdom,84119830.52668975
2022-04-07,Algeria,88668792.96562749
2022-04-07,Azerbaijan,32562533.17346123
2022-04-07,Libya,8273382.893685052
2022-04-07,LNG,354066416.9730882
2022-04-07,Norway,244956606.43041122
2022-04-07,Russia,340360659.20596856
2022-04-07,United Kingdom,86906886.65956125
2022-04-08,Algeria,89199774.31388223
2022-04-08,Azerbaijan,32553035.615951683
2022-04-08,Libya,7321493.027799982
2022-04-08,LNG,322492835.9889866
2022-04-08,Norway,246349178.3550937
2022-04-08,Russia,321016481.83675283
2022-04-08,United Kingdom,87323715.42765787
2022-04-09,Algeria,89689741.45128341
2022-04-09,Azerbaijan,32573236.344257925
2022-04-09,Libya,3911336.9748645527
2022-04-09,LNG,340393611.77724487
2022-04-09,Norway,246247365.68967047
2022-04-09,Russia,309094067.67919
2022-04-09,United Kingdom,90227175.46851407
2022-04-10,Algeria,85766342.12629896
2022-04-10,Azerbaijan,32586862.865263343
2022-04-10,Libya,4879805.133670841
2022-04-10,LNG,329029218.0211386
2022-04-10,Norway,245706642.18847144
2022-04-10,Russia,310013753.9745981
2022-04-10,United Kingdom,84289289.83923972
2022-04-11,Algeria,84225645.43920419
2022-04-11,Azerbaijan,30366346.300737187
2022-04-11,Libya,7776086.330935252
2022-04-11,LNG,338625058.5043076
2022-04-11,Norway,246169540.6608047
2022-04-11,Russia,329498367.17292833
2022-04-11,United Kingdom,85002309.75219823
2022-04-12,Algeria,87352234.92317256
2022-04-12,Azerbaijan,30351110.045297097
2022-04-12,Libya,7783807.887023714
2022-04-12,LNG,377331086.8016698
2022-04-12,Norway,245860959.09050536
2022-04-12,Russia,309158970.42366105
2022-04-12,United Kingdom,94365172.53752553
2022-04-13,Algeria,86954483.25783817
2022-04-13,Azerbaijan,30348508.304467537
2022-04-13,Libya,7766442.579269917
2022-04-13,LNG,375144286.7661426
2022-04-13,Norway,245260415.28554934
2022-04-13,Russia,300530376.6764366
2022-04-13,United Kingdom,91245735.73141485
2022-04-14,Algeria,87136438.49364953
2022-04-14,Azerbaijan,30356531.308286704
2022-04-14,Libya,6802397.726263434
2022-04-14,LNG,328680699.75131005
2022-04-14,Norway,246118206.643574
2022-04-14,Russia,310328752.46469486
2022-04-14,United Kingdom,89436864.29523048
2022-04-15,Algeria,86874484.23483434
2022-04-15,Azerbaijan,32546847.322142284
2022-04-15,Libya,7776838.529176658
2022-04-15,LNG,333854010.44497734
2022-04-15,Norway,246163020.16164845
2022-04-15,Russia,301079895.55022645
2022-04-15,United Kingdom,90601139.87032597
2022-04-16,Algeria,85460761.08002487
2022-04-16,Azerbaijan,32557553.601563193
2022-04-16,Libya,5361856.736832756
2022-04-16,LNG,323414640.22559726
2022-04-16,Norway,243810356.09734434
2022-04-16,Russia,286713900.43520737
2022-04-16,United Kingdom,85884639.97690736
2022-04-17,Algeria,86133155.87529975
2022-04-17,Azerbaijan,32572231.19282352
2022-04-17,Libya,5353617.283950618
2022-04-17,LNG,321559793.44524384
2022-04-17,Norway,244283119.79749537
2022-04-17,Russia,287152422.5952571
2022-04-17,United Kingdom,86158771.00985877
2022-04-18,Algeria,85946202.59348077
2022-04-18,Azerbaijan,32548159.33919531
2022-04-18,Libya,6815455.990762945
2022-04-18,LNG,330292414.2019717
2022-04-18,Norway,243057651.230127
2022-04-18,Russia,288719056.2216893
2022-04-18,United Kingdom,87986263.94884093
2022-04-19,Algeria,86607962.51887378
2022-04-19,Azerbaijan,28532702.282618348
2022-04-19,Libya,6803958.166799894
2022-04-19,LNG,343921920.4547473
2022-04-19,Norway,244597687.84083843
2022-04-19,Russia,283967102.1405098
2022-04-19,United Kingdom,92605432.4895639
2022-04-20,Algeria,86523134.2037481
2022-04-20,Azerbaijan,29753695.621280752
2022-04-20,Libya,8743994.759747757
2022-04-20,LNG,346799639.12425613
2022-04-20,Norway,243845912.86970425
2022-04-20,Russia,287498467.803535
2022-04-20,United Kingdom,89580535.32285282
2022-04-21,Algeria,86858580.15809575
2022-04-21,Azerbaijan,32497508.2156497
2022-04-21,Libya,8787376.49880096
2022-04-21,LNG,361827825.1887379
2022-04-21,Norway,243113597.68185452
2022-04-21,Russia,290345476.5965006
2022-04-21,United Kingdom,86134087.75202061
2022-04-22,Algeria,86830941.557864815
2022-04-22,Azerbaijan,32570920.77449152
2022-04-22,Libya,10202088.640198952
2022-04-22,LNG,362649732.28528285
2022-04-22,Norway,234513486.3575806
2022-04-22,Russia,287426858.9572786
2022-04-22,United Kingdom,84380339.71045385
