country,commodity,date,predicted_price
Ukraine,coal,2022-07-01T00:00:00Z,235.42924851359714
Ukraine,coal,2022-08-01T00:00:00Z,226.64566125021153
Ukraine,coal,2022-09-01T00:00:00Z,225.67894354441518
Ukraine,coal,2022-10-01T00:00:00Z,198.88263671202765
Ukraine,coal,2022-11-01T00:00:00Z,176.13826258997221
Ukraine,coal,2022-12-01T00:00:00Z,189.59570193691872
United States,oil_products,2022-02-01T00:00:00Z,511.46490513674746
United States,oil_products,2022-03-01T00:00:00Z,563.9319374163534
United States,oil_products,2022-04-01T00:00:00Z,563.9319374163534
United States,oil_products,2022-05-01T00:00:00Z,563.9319374163534
United States,oil_products,2022-06-01T00:00:00Z,563.9319374163534
United States,oil_products,2022-07-01T00:00:00Z,563.9319374163534
United States,oil_products,2022-08-01T00:00:00Z,563.9319374163534
United States,oil_products,2022-09-01T00:00:00Z,536.1423411115891
United States,oil_products,2022-10-01T00:00:00Z,524.1749202472424
United States,oil_products,2022-11-01T00:00:00Z,517.405643348506
United States,oil_products,2022-12-01T00:00:00Z,476.5087099084521
Uzbekistan,natural_gas,2022-02-01T00:00:00Z,468.00297964257754
Uzbekistan,natural_gas,2022-03-01T00:00:00Z,494.76512002864547
Uzbekistan,natural_gas,2022-04-01T00:00:00Z,491.2946674051235
Uzbekistan,natural_gas,2022-05-01T00:00:00Z,442.663806660027
Uzbekistan,natural_gas,2022-06-01T00:00:00Z,465.31842032358213
Uzbekistan,natural_gas,2022-07-01T00:00:00Z,466.7233381343907
Uzbekistan,natural_gas,2022-08-01T00:00:00Z,472.8503992741966
Uzbekistan,natural_gas,2022-09-01T00:00:00Z,488.87511506353457
Uzbekistan,natural_gas,2022-10-01T00:00:00Z,473.3667292589404
Uzbekistan,natural_gas,2022-11-01T00:00:00Z,452.91513274406327
Uzbekistan,natural_gas,2022-12-01T00:00:00Z,478.06156230397363
others,coal,2022-02-01T00:00:00Z,155.3827447638247
others,coal,2022-03-01T00:00:00Z,211.89893782922798
others,coal,2022-04-01T00:00:00Z,192.26245426686913
others,coal,2022-05-01T00:00:00Z,219.3635249121109
others,coal,2022-06-01T00:00:00Z,224.1268763821809
others,coal,2022-07-01T00:00:00Z,233.47510700237527
others,coal,2022-08-01T00:00:00Z,228.7995270354547
