date,destination_region,commodity_group,Pricecap: 2021H1 - EU imports + EU/GB/NO ships,Pricecap: 2021H1 - EU imports only,Pricecap: SRMC - EU imports + EU/GB/NO ships,Pricecap: SRMC - EU imports only,Without price cap,unit
2022-06-02,Turkey,gas,17869676.29268432,17869676.29268432,17869676.29268432,17869676.29268432,17869676.29268432,EUR
2022-06-02,Turkey,oil,41278938.07232779,41278938.07232779,41278938.07232779,41278938.07232779,41278938.07232779,EUR
2022-06-03,China,coal,9608544.253716495,9608544.253716495,9608544.253716495,9608544.253716495,9608544.253716495,EUR
2022-06-03,China,gas,8199053.969794706,8199053.969794706,8199053.969794706,8199053.969794706,8199053.969794706,EUR
2022-06-03,China,oil,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,EUR
2022-06-03,EU,coal,11316016.995232888,11316016.995232888,11316016.995232888,11316016.995232888,11316016.995232888,EUR
2022-06-03,EU,gas,207385584.85244876,207385584.85244876,207385584.85244876,207385584.85244876,207385584.85244876,EUR
2022-06-03,EU,oil,134956833.12589115,134956833.12589115,134956833.12589115,134956833.12589115,134956833.12589115,EUR
2022-06-03,Others,coal,7350057.11881173,7350057.11881173,7350057.11881173,7350057.11881173,7350057.11881173,EUR
2022-06-03,Others,gas,3903589.100679191,3903589.100679191,3903589.100679191,3903589.100679191,3903589.100679191,EUR
2022-06-03,Others,oil,154885943.41550797,154885943.41550797,154885943.41550797,154885943.41550797,154885943.41550797,EUR
2022-06-03,Turkey,coal,12501174.382329449,12501174.382329449,12501174.382329449,12501174.382329449,12501174.382329449,EUR
2022-06-03,Turkey,gas,17796914.45085351,17796914.45085351,17796914.45085351,17796914.45085351,17796914.45085351,EUR
2022-06-04,China,coal,14119350.689008852,14119350.689008852,14119350.689008852,14119350.689008852,14119350.689008852,EUR
2022-06-04,China,gas,8260143.510726305,8260143.510726305,8260143.510726305,8260143.510726305,8260143.510726305,EUR
2022-06-04,China,oil,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,EUR
2022-06-04,EU,coal,20540388.69445962,20540388.69445962,20540388.69445962,20540388.69445962,20540388.69445962,EUR
2022-06-04,EU,gas,202427444.87815517,202427444.87815517,202427444.87815517,202427444.87815517,202427444.87815517,EUR
2022-06-04,EU,oil,204074886.19690034,204074886.19690034,204074886.19690034,204074886.19690034,204074886.19690034,EUR
2022-06-04,Others,coal,18403267.77706327,18403267.77706327,18403267.77706327,18403267.77706327,18403267.77706327,EUR
2022-06-04,Others,gas,44753840.901846744,44753840.901846744,44753840.901846744,44753840.901846744,44753840.901846744,EUR
2022-06-04,Others,oil,59976333.50504317,59976333.50504317,59976333.50504317,59976333.50504317,59976333.50504317,EUR
2022-06-04,South Korea,oil,56208122.47048214,56208122.47048214,56208122.47048214,56208122.47048214,56208122.47048214,EUR
2022-06-04,Turkey,coal,8736884.127010325,8736884.127010325,8736884.127010325,8736884.127010325,8736884.127010325,EUR
2022-06-04,Turkey,gas,17714649.123423293,17714649.123423293,17714649.123423293,17714649.123423293,17714649.123423293,EUR
2022-06-04,Turkey,oil,97949352.3160488,97949352.3160488,97949352.3160488,97949352.3160488,97949352.3160488,EUR
2022-06-05,China,coal,8021052.678826232,8021052.678826232,8021052.678826232,8021052.678826232,8021052.678826232,EUR
2022-06-05,China,gas,8310427.791961483,8310427.791961483,8310427.791961483,8310427.791961483,8310427.791961483,EUR
2022-06-05,China,oil,203356123.63154075,203356123.63154075,203356123.63154075,203356123.63154075,203356123.63154075,EUR
2022-06-05,EU,coal,22734207.5314072,22734207.5314072,22734207.5314072,22734207.5314072,22734207.5314072,EUR
2022-06-05,EU,gas,205786724.16254768,205786724.16254768,205786724.16254768,205786724.16254768,205786724.16254768,EUR
2022-06-05,EU,oil,153478465.2897401,153478465.2897401,153478465.2897401,153478465.2897401,153478465.2897401,EUR
2022-06-05,Others,coal,11605736.874267885,11605736.874267885,11605736.874267885,11605736.874267885,11605736.874267885,EUR
2022-06-05,Others,gas,2732754.9348199954,2732754.9348199954,2732754.9348199954,2732754.9348199954,2732754.9348199954,EUR
2022-06-05,Others,oil,98485654.76665929,98485654.76665929,98485654.76665929,98485654.76665929,98485654.76665929,EUR
2022-06-05,South Korea,coal,2876154.6071982114,2876154.6071982114,2876154.6071982114,2876154.6071982114,2876154.6071982114,EUR
2022-06-05,Turkey,coal,5741713.430859308,5741713.430859308,5741713.430859308,5741713.430859308,5741713.430859308,EUR
2022-06-05,Turkey,gas,17649349.556276307,17649349.556276307,17649349.556276307,17649349.556276307,17649349.556276307,EUR
2022-06-05,Turkey,oil,5125428.677218077,5125428.677218077,5125428.677218077,5125428.677218077,5125428.677218077,EUR
2022-06-06,China,coal,8207956.17250757,8207956.17250757,8207956.17250757,8207956.17250757,8207956.17250757,EUR
2022-06-06,China,gas,8355886.464414187,8355886.464414187,8355886.464414187,8355886.464414187,8355886.464414187,EUR
2022-06-06,China,oil,299097361.92928094,299097361.92928094,299097361.92928094,299097361.92928094,299097361.92928094,EUR
2022-06-06,EU,coal,8539656.947377123,8539656.947377123,8539656.947377123,8539656.947377123,8539656.947377123,EUR
2022-06-06,EU,gas,191453383.63275984,191453383.63275984,191453383.63275984,191453383.63275984,191453383.63275984,EUR
2022-06-06,EU,oil,301553614.56176555,301553614.56176555,301553614.56176555,301553614.56176555,301553614.56176555,EUR
2022-06-06,India,coal,19331721.1504395,19331721.1504395,19331721.1504395,19331721.1504395,19331721.1504395,EUR
2022-06-06,India,oil,214925824.44718546,214925824.44718546,214925824.44718546,214925824.44718546,214925824.44718546,EUR
2022-06-06,Others,coal,4523653.0577079635,4523653.0577079635,4523653.0577079635,4523653.0577079635,4523653.0577079635,EUR
2022-06-06,Others,gas,46441707.44529154,46441707.44529154,46441707.44529154,46441707.44529154,46441707.44529154,EUR
2022-06-06,South Korea,coal,5150093.1799966525,5150093.1799966525,5150093.1799966525,5150093.1799966525,5150093.1799966525,EUR
2022-06-06,Turkey,coal,38717310.37413151,38717310.37413151,38717310.37413151,38717310.37413151,38717310.37413151,EUR
2022-06-06,Turkey,gas,17581305.30964051,17581305.30964051,17581305.30964051,17581305.30964051,17581305.30964051,EUR
2022-06-06,United States,coal,19769126.58298576,19769126.58298576,19769126.58298576,19769126.58298576,19769126.58298576,EUR
2022-06-07,China,coal,23564996.949577298,23564996.949577298,23564996.949577298,23564996.949577298,23564996.949577298,EUR
2022-06-07,China,gas,8405468.648884464,8405468.648884464,8405468.648884464,8405468.648884464,8405468.648884464,EUR
2022-06-07,China,oil,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,EUR
2022-06-07,EU,coal,8904317.321815649,8904317.321815649,8904317.321815649,8904317.321815649,8904317.321815649,EUR
2022-06-07,EU,gas,184735713.11059517,184735713.11059517,184735713.11059517,184735713.11059517,184735713.11059517,EUR
2022-06-07,EU,oil,186065815.32736388,186065815.32736388,186065815.32736388,186065815.32736388,186065815.32736388,EUR
2022-06-07,India,oil,19780504.11377,19780504.11377,19780504.11377,19780504.11377,19780504.11377,EUR
2022-06-07,Others,coal,15998316.969218813,15998316.969218813,15998316.969218813,15998316.969218813,15998316.969218813,EUR
2022-06-07,Others,gas,5914421.185104093,5914421.185104093,5914421.185104093,5914421.185104093,5914421.185104093,EUR
2022-06-07,Others,oil,245967.40454394853,245967.40454394853,245967.40454394853,245967.40454394853,245967.40454394853,EUR
2022-06-07,Turkey,coal,21680173.82800528,21680173.82800528,21680173.82800528,21680173.82800528,21680173.82800528,EUR
2022-06-07,Turkey,gas,17502276.418229874,17502276.418229874,17502276.418229874,17502276.418229874,17502276.418229874,EUR
2022-06-07,Turkey,oil,5739334.166080165,5739334.166080165,5739334.166080165,5739334.166080165,5739334.166080165,EUR
2022-06-08,China,coal,6403049.398041556,6403049.398041556,6403049.398041556,6403049.398041556,6403049.398041556,EUR
2022-06-08,China,gas,54930688.79432358,54930688.79432358,54930688.79432358,54930688.79432358,54930688.79432358,EUR
2022-06-08,China,oil,248074983.2202332,248074983.2202332,248074983.2202332,248074983.2202332,248074983.2202332,EUR
2022-06-08,EU,coal,13902528.374541463,13902528.374541463,13902528.374541463,13902528.374541463,13902528.374541463,EUR
2022-06-08,EU,gas,271580587.20146406,271580587.20146406,271580587.20146406,271580587.20146406,271580587.20146406,EUR
2022-06-08,EU,oil,445543446.678784,445543446.678784,445543446.678784,445543446.678784,445543446.678784,EUR
2022-06-08,India,oil,221672910.18501937,221672910.18501937,221672910.18501937,221672910.18501937,221672910.18501937,EUR
2022-06-08,Others,gas,4791060.947132606,4791060.947132606,4791060.947132606,4791060.947132606,4791060.947132606,EUR
2022-06-08,Others,oil,196055925.53776377,196055925.53776377,196055925.53776377,196055925.53776377,196055925.53776377,EUR
2022-06-08,South Korea,coal,14683704.371634193,14683704.371634193,14683704.371634193,14683704.371634193,14683704.371634193,EUR
2022-06-08,Turkey,coal,4298563.29745232,4298563.29745232,4298563.29745232,4298563.29745232,4298563.29745232,EUR
2022-06-08,Turkey,gas,17450980.358002726,17450980.358002726,17450980.358002726,17450980.358002726,17450980.358002726,EUR
2022-06-09,China,coal,15353099.412101377,15353099.412101377,15353099.412101377,15353099.412101377,15353099.412101377,EUR
2022-06-09,China,gas,8524282.779730879,8524282.779730879,8524282.779730879,8524282.779730879,8524282.779730879,EUR
2022-06-09,China,oil,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,EUR
2022-06-09,EU,coal,36975092.82979509,36975092.82979509,36975092.82979509,36975092.82979509,36975092.82979509,EUR
2022-06-09,EU,gas,160606110.18344104,160606110.18344104,160606110.18344104,160606110.18344104,160606110.18344104,EUR
2022-06-09,EU,oil,207048120.32320714,207048120.32320714,207048120.32320714,207048120.32320714,207048120.32320714,EUR
2022-06-09,India,coal,24289466.878811844,24289466.878811844,24289466.878811844,24289466.878811844,24289466.878811844,EUR
2022-06-09,Others,coal,40029645.234193,40029645.234193,40029645.234193,40029645.234193,40029645.234193,EUR
2022-06-09,Others,gas,6077673.307683091,6077673.307683091,6077673.307683091,6077673.307683091,6077673.307683091,EUR
2022-06-09,Others,oil,41245449.1530323,41245449.1530323,41245449.1530323,41245449.1530323,41245449.1530323,EUR
2022-06-09,South Korea,oil,5290049.685933947,5290049.685933947,5290049.685933947,5290049.685933947,5290049.685933947,EUR
2022-06-09,Turkey,coal,17315815.14395401,17315815.14395401,17315815.14395401,17315815.14395401,17315815.14395401,EUR
2022-06-09,Turkey,gas,17401939.655232087,17401939.655232087,17401939.655232087,17401939.655232087,17401939.655232087,EUR
2022-06-10,China,coal,21616362.196332898,21616362.196332898,21616362.196332898,21616362.196332898,21616362.196332898,EUR
2022-06-10,China,gas,8570904.523654023,8570904.523654023,8570904.523654023,8570904.523654023,8570904.523654023,EUR
2022-06-10,China,oil,136874753.0816994,136874753.0816994,136874753.0816994,136874753.0816994,136874753.0816994,EUR
2022-06-10,EU,coal,4147833.2850118475,4147833.2850118475,4147833.2850118475,4147833.2850118475,4147833.2850118475,EUR
2022-06-10,EU,gas,157665572.5056209,157665572.5056209,157665572.5056209,157665572.5056209,157665572.5056209,EUR
2022-06-10,EU,oil,223122166.0221547,223122166.0221547,223122166.0221547,223122166.0221547,223122166.0221547,EUR
2022-06-10,India,oil,154717910.81576833,154717910.81576833,154717910.81576833,154717910.81576833,154717910.81576833,EUR
2022-06-10,Others,coal,16950457.744290978,16950457.744290978,16950457.744290978,16950457.744290978,16950457.744290978,EUR
2022-06-10,Others,gas,7062820.661353659,7062820.661353659,7062820.661353659,7062820.661353659,7062820.661353659,EUR
2022-06-10,Others,oil,42433913.96216804,42433913.96216804,42433913.96216804,42433913.96216804,42433913.96216804,EUR
2022-06-10,South Korea,coal,21304434.113145165,21304434.113145165,21304434.113145165,21304434.113145165,21304434.113145165,EUR
2022-06-10,Turkey,gas,17360853.85477847,17360853.85477847,17360853.85477847,17360853.85477847,17360853.85477847,EUR
2022-06-10,Turkey,oil,35540095.44481033,35540095.44481033,35540095.44481033,35540095.44481033,35540095.44481033,EUR
2022-06-10,United States,coal,8387567.593229554,8387567.593229554,8387567.593229554,8387567.593229554,8387567.593229554,EUR
2022-06-11,China,coal,13760470.838742107,13760470.838742107,13760470.838742107,13760470.838742107,13760470.838742107,EUR
2022-06-11,China,gas,8640521.761411766,8640521.761411766,8640521.761411766,8640521.761411766,8640521.761411766,EUR
2022-06-11,China,oil,178435944.9674243,178435944.9674243,178435944.9674243,178435944.9674243,178435944.9674243,EUR
2022-06-11,EU,coal,18627812.727721855,18627812.727721855,18627812.727721855,18627812.727721855,18627812.727721855,EUR
2022-06-11,EU,gas,253723335.8664214,253723335.8664214,253723335.8664214,253723335.8664214,253723335.8664214,EUR
2022-06-11,EU,oil,397205600.56024694,397205600.56024694,397205600.56024694,397205600.56024694,397205600.56024694,EUR
2022-06-11,India,oil,65806638.20394134,65806638.20394134,65806638.20394134,65806638.20394134,65806638.20394134,EUR
2022-06-11,Others,gas,6199320.437562935,6199320.437562935,6199320.437562935,6199320.437562935,6199320.437562935,EUR
2022-06-11,Others,oil,162478959.27846146,162478959.27846146,162478959.27846146,162478959.27846146,162478959.27846146,EUR
2022-06-11,South Korea,coal,20080084.7282712,20080084.7282712,20080084.7282712,20080084.7282712,20080084.7282712,EUR
2022-06-11,Turkey,coal,26126652.491231337,26126652.491231337,26126652.491231337,26126652.491231337,26126652.491231337,EUR
2022-06-11,Turkey,gas,17275233.681822266,17275233.681822266,17275233.681822266,17275233.681822266,17275233.681822266,EUR
2022-06-11,Turkey,oil,145334673.2438293,145334673.2438293,145334673.2438293,145334673.2438293,145334673.2438293,EUR
2022-06-12,China,gas,8685782.816847427,8685782.816847427,8685782.816847427,8685782.816847427,8685782.816847427,EUR
2022-06-12,China,oil,277506842.8960045,277506842.8960045,277506842.8960045,277506842.8960045,277506842.8960045,EUR
2022-06-12,EU,coal,6350663.664834684,6350663.664834684,6350663.664834684,6350663.664834684,6350663.664834684,EUR
2022-06-12,EU,gas,158669712.9036371,158669712.9036371,158669712.9036371,158669712.9036371,158669712.9036371,EUR
2022-06-12,EU,oil,121514026.94169553,121514026.94169553,121514026.94169553,121514026.94169553,121514026.94169553,EUR
2022-06-12,India,oil,5062779.144510872,5062779.144510872,5062779.144510872,5062779.144510872,5062779.144510872,EUR
2022-06-12,Others,gas,6306087.563236753,6306087.563236753,6306087.563236753,6306087.563236753,6306087.563236753,EUR
2022-06-12,South Korea,coal,1882967.0037525692,1882967.0037525692,1882967.0037525692,1882967.0037525692,1882967.0037525692,EUR
2022-06-12,Turkey,coal,3745157.2429895224,3745157.2429895224,3745157.2429895224,3745157.2429895224,3745157.2429895224,EUR
2022-06-12,Turkey,gas,17224162.229625195,17224162.229625195,17224162.229625195,17224162.229625195,17224162.229625195,EUR
2022-06-13,China,coal,5404895.833876647,5404895.833876647,5404895.833876647,5404895.833876647,5404895.833876647,EUR
2022-06-13,China,gas,8729180.199499711,8729180.199499711,8729180.199499711,8729180.199499711,8729180.199499711,EUR
2022-06-13,China,oil,212336512.21421808,212336512.21421808,212336512.21421808,212336512.21421808,212336512.21421808,EUR
2022-06-13,EU,coal,3045363.4122671806,3045363.4122671806,3045363.4122671806,3045363.4122671806,3045363.4122671806,EUR
2022-06-13,EU,gas,221737501.36498138,221737501.36498138,221737501.36498138,221737501.36498138,221737501.36498138,EUR
2022-06-13,EU,oil,273970231.4616058,273970231.4616058,273970231.4616058,273970231.4616058,273970231.4616058,EUR
2022-06-13,India,oil,58991558.01686661,58991558.01686661,58991558.01686661,58991558.01686661,58991558.01686661,EUR
2022-06-13,Others,gas,10221663.637736255,10221663.637736255,10221663.637736255,10221663.637736255,10221663.637736255,EUR
2022-06-13,South Korea,coal,11228515.921671843,11228515.921671843,11228515.921671843,11228515.921671843,11228515.921671843,EUR
2022-06-13,Turkey,coal,3414069.0463134227,3414069.0463134227,3414069.0463134227,3414069.0463134227,3414069.0463134227,EUR
2022-06-13,Turkey,gas,17176169.096228696,17176169.096228696,17176169.096228696,17176169.096228696,17176169.096228696,EUR
2022-06-14,China,gas,8745490.330979763,8745490.330979763,8745490.330979763,8745490.330979763,8745490.330979763,EUR
2022-06-14,China,oil,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,EUR
2022-06-14,EU,coal,13137760.880873257,13137760.880873257,13137760.880873257,13137760.880873257,13137760.880873257,EUR
2022-06-14,EU,gas,212462929.84620696,212462929.84620696,212462929.84620696,212462929.84620696,212462929.84620696,EUR
2022-06-14,EU,oil,258965662.4887062,258965662.4887062,258965662.4887062,258965662.4887062,258965662.4887062,EUR
2022-06-14,Others,coal,4335590.783989697,4335590.783989697,4335590.783989697,4335590.783989697,4335590.783989697,EUR
2022-06-14,Others,gas,9992991.570300138,9992991.570300138,9992991.570300138,9992991.570300138,9992991.570300138,EUR
2022-06-14,Others,oil,43275347.466763526,43275347.466763526,43275347.466763526,43275347.466763526,43275347.466763526,EUR
2022-06-14,South Korea,coal,12740567.859254312,12740567.859254312,12740567.859254312,12740567.859254312,12740567.859254312,EUR
2022-06-14,Turkey,gas,17176048.776400883,17176048.776400883,17176048.776400883,17176048.776400883,17176048.776400883,EUR
2022-06-14,Turkey,oil,40436724.15863316,40436724.15863316,40436724.15863316,40436724.15863316,40436724.15863316,EUR
2022-06-15,China,coal,10168968.27877339,10168968.27877339,10168968.27877339,10168968.27877339,10168968.27877339,EUR
2022-06-15,China,gas,8729975.780331664,8729975.780331664,8729975.780331664,8729975.780331664,8729975.780331664,EUR
2022-06-15,China,oil,413024851.1572333,413024851.1572333,413024851.1572333,413024851.1572333,413024851.1572333,EUR
2022-06-15,EU,coal,14618457.978962984,14618457.978962984,14618457.978962984,14618457.978962984,14618457.978962984,EUR
2022-06-15,EU,gas,118347798.6480847,118347798.6480847,118347798.6480847,118347798.6480847,118347798.6480847,EUR
2022-06-15,EU,oil,137327028.02484706,137327028.02484706,137327028.02484706,137327028.02484706,137327028.02484706,EUR
2022-06-15,India,coal,21398465.2500043,21398465.2500043,21398465.2500043,21398465.2500043,21398465.2500043,EUR
2022-06-15,India,oil,88215327.16781123,88215327.16781123,88215327.16781123,88215327.16781123,88215327.16781123,EUR
2022-06-15,Others,coal,16997423.110939424,16997423.110939424,16997423.110939424,16997423.110939424,16997423.110939424,EUR
2022-06-15,Others,gas,1604529.258727394,1604529.258727394,1604529.258727394,1604529.258727394,1604529.258727394,EUR
2022-06-15,Others,oil,81569.29180344152,81569.29180344152,81569.29180344152,81569.29180344152,81569.29180344152,EUR
2022-06-15,South Korea,coal,28424232.15998051,28424232.15998051,28424232.15998051,28424232.15998051,28424232.15998051,EUR
2022-06-15,Turkey,gas,17276248.320785135,17276248.320785135,17276248.320785135,17276248.320785135,17276248.320785135,EUR
2022-06-15,Turkey,oil,100686912.63131462,100686912.63131462,100686912.63131462,100686912.63131462,100686912.63131462,EUR
2022-06-16,China,coal,15443954.234524062,15443954.234524062,15443954.234524062,15443954.234524062,15443954.234524062,EUR
2022-06-16,China,gas,8802086.093103744,8802086.093103744,8802086.093103744,8802086.093103744,8802086.093103744,EUR
2022-06-16,China,oil,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,EUR
2022-06-16,EU,coal,19472387.93896078,19472387.93896078,19472387.93896078,19472387.93896078,19472387.93896078,EUR
2022-06-16,EU,gas,192635214.80579352,192635214.80579352,192635214.80579352,192635214.80579352,192635214.80579352,EUR
2022-06-16,EU,oil,184281946.29730478,184281946.29730478,184281946.29730478,184281946.29730478,184281946.29730478,EUR
2022-06-16,India,coal,22095233.369389843,22095233.369389843,22095233.369389843,22095233.369389843,22095233.369389843,EUR
2022-06-16,India,oil,44755038.66966964,44755038.66966964,44755038.66966964,44755038.66966964,44755038.66966964,EUR
2022-06-16,Others,coal,13199923.723992612,13199923.723992612,13199923.723992612,13199923.723992612,13199923.723992612,EUR
2022-06-16,Others,gas,1273922.2386918955,1273922.2386918955,1273922.2386918955,1273922.2386918955,1273922.2386918955,EUR
2022-06-16,Others,oil,29829.01545037407,29829.01545037407,29829.01545037407,29829.01545037407,29829.01545037407,EUR
2022-06-16,South Korea,coal,48348935.159710646,48348935.159710646,48348935.159710646,48348935.159710646,48348935.159710646,EUR
2022-06-16,Turkey,gas,17400582.631001316,17400582.631001316,17400582.631001316,17400582.631001316,17400582.631001316,EUR
2022-06-17,China,coal,46282033.32907549,46282033.32907549,46282033.32907549,46282033.32907549,46282033.32907549,EUR
2022-06-17,China,gas,8867877.16125462,8867877.16125462,8867877.16125462,8867877.16125462,8867877.16125462,EUR
2022-06-17,China,oil,173990474.930174,173990474.930174,173990474.930174,173990474.930174,173990474.930174,EUR
2022-06-17,EU,coal,43233864.25478841,43233864.25478841,43233864.25478841,43233864.25478841,43233864.25478841,EUR
2022-06-17,EU,gas,103019680.21297388,103019680.21297388,103019680.21297388,103019680.21297388,103019680.21297388,EUR
2022-06-17,EU,oil,311535291.351558,311535291.351558,311535291.351558,311535291.351558,311535291.351558,EUR
2022-06-17,Others,gas,880384.8025105238,880384.8025105238,880384.8025105238,880384.8025105238,880384.8025105238,EUR
2022-06-17,Others,oil,122853881.52427056,122853881.52427056,122853881.52427056,122853881.52427056,122853881.52427056,EUR
2022-06-17,South Korea,coal,19500538.303286217,19500538.303286217,19500538.303286217,19500538.303286217,19500538.303286217,EUR
2022-06-17,Turkey,gas,17498256.201635633,17498256.201635633,17498256.201635633,17498256.201635633,17498256.201635633,EUR
2022-06-17,Turkey,oil,6021215.866841673,6021215.866841673,6021215.866841673,6021215.866841673,6021215.866841673,EUR
2022-06-18,China,gas,8917344.083043715,8917344.083043715,8917344.083043715,8917344.083043715,8917344.083043715,EUR
2022-06-18,China,oil,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,EUR
2022-06-18,EU,coal,19718831.702346835,19718831.702346835,19718831.702346835,19718831.702346835,19718831.702346835,EUR
2022-06-18,EU,gas,102330462.30833884,102330462.30833884,102330462.30833884,102330462.30833884,102330462.30833884,EUR
2022-06-18,EU,oil,253000749.31146052,253000749.31146052,253000749.31146052,253000749.31146052,253000749.31146052,EUR
2022-06-18,India,oil,90827252.014366135,90827252.014366135,90827252.014366135,90827252.014366135,90827252.014366135,EUR
2022-06-18,Others,coal,37400689.33017294,37400689.33017294,37400689.33017294,37400689.33017294,37400689.33017294,EUR
2022-06-18,Others,gas,1000099.6200964008,1000099.6200964008,1000099.6200964008,1000099.6200964008,1000099.6200964008,EUR
2022-06-18,Turkey,gas,17607473.792916127,17607473.792916127,17607473.792916127,17607473.792916127,17607473.792916127,EUR
2022-06-18,Turkey,oil,6088385.4283326315,6088385.4283326315,6088385.4283326315,6088385.4283326315,6088385.4283326315,EUR
2022-06-19,China,coal,9118900.54974798,9118900.54974798,9118900.54974798,9118900.54974798,9118900.54974798,EUR
2022-06-19,China,gas,8959817.852520932,8959817.852520932,8959817.852520932,8959817.852520932,8959817.852520932,EUR
2022-06-19,China,oil,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,EUR
2022-06-19,EU,coal,3027827.070748963,3027827.070748963,3027827.070748963,3027827.070748963,3027827.070748963,EUR
2022-06-19,EU,gas,213285484.4714049,213285484.4714049,213285484.4714049,213285484.4714049,213285484.4714049,EUR
2022-06-19,EU,oil,148700972.22429883,148700972.22429883,148700972.22429883,148700972.22429883,148700972.22429883,EUR
2022-06-19,Others,gas,1345477.5968050212,1345477.5968050212,1345477.5968050212,1345477.5968050212,1345477.5968050212,EUR
2022-06-19,Turkey,gas,17727575.948171347,17727575.948171347,17727575.948171347,17727575.948171347,17727575.948171347,EUR
2022-06-19,Turkey,oil,32534084.317132603,32534084.317132603,32534084.317132603,32534084.317132603,32534084.317132603,EUR
2022-06-19,United States,coal,14443807.759314908,14443807.759314908,14443807.759314908,14443807.759314908,14443807.759314908,EUR
2022-06-20,China,coal,13198793.30970738,13198793.30970738,13198793.30970738,13198793.30970738,13198793.30970738,EUR
2022-06-20,China,gas,9002375.259010214,9002375.259010214,9002375.259010214,9002375.259010214,9002375.259010214,EUR
2022-06-20,China,oil,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,EUR
2022-06-20,EU,coal,3029206.8743816842,3029206.8743816842,3029206.8743816842,3029206.8743816842,3029206.8743816842,EUR
2022-06-20,EU,gas,108115048.33803034,108115048.33803034,108115048.33803034,108115048.33803034,108115048.33803034,EUR
2022-06-20,EU,oil,539761277.2235053,539761277.2235053,539761277.2235053,539761277.2235053,539761277.2235053,EUR
2022-06-20,India,coal,61893325.9783757,61893325.9783757,61893325.9783757,61893325.9783757,61893325.9783757,EUR
2022-06-20,Others,coal,55615970.515469335,55615970.515469335,55615970.515469335,55615970.515469335,55615970.515469335,EUR
2022-06-20,Others,gas,42394858.12571812,42394858.12571812,42394858.12571812,42394858.12571812,42394858.12571812,EUR
2022-06-20,Others,oil,102250094.98036268,102250094.98036268,102250094.98036268,102250094.98036268,102250094.98036268,EUR
2022-06-20,South Korea,coal,18084974.69048895,18084974.69048895,18084974.69048895,18084974.69048895,18084974.69048895,EUR
2022-06-20,Turkey,gas,17847676.576619044,17847676.576619044,17847676.576619044,17847676.576619044,17847676.576619044,EUR
2022-06-20,Turkey,oil,5730856.411492341,5730856.411492341,5730856.411492341,5730856.411492341,5730856.411492341,EUR
2022-06-21,China,coal,4214806.331107614,4214806.331107614,4214806.331107614,4214806.331107614,4214806.331107614,EUR
2022-06-21,China,gas,9056877.156479064,9056877.156479064,9056877.156479064,9056877.156479064,9056877.156479064,EUR
2022-06-21,China,oil,273750713.8532553,273750713.8532553,273750713.8532553,273750713.8532553,273750713.8532553,EUR
2022-06-21,EU,coal,3037918.8903417927,3037918.8903417927,3037918.8903417927,3037918.8903417927,3037918.8903417927,EUR
2022-06-21,EU,gas,84651586.3733711,84651586.3733711,84651586.3733711,84651586.3733711,84651586.3733711,EUR
2022-06-21,EU,oil,65639675.47419721,65639675.47419721,65639675.47419721,65639675.47419721,65639675.47419721,EUR
2022-06-21,India,coal,22982408.029063556,22982408.029063556,22982408.029063556,22982408.029063556,22982408.029063556,EUR
2022-06-21,India,oil,84444606.702437,84444606.702437,84444606.702437,84444606.702437,84444606.702437,EUR
2022-06-21,Others,coal,33044846.20234392,33044846.20234392,33044846.20234392,33044846.20234392,33044846.20234392,EUR
2022-06-21,Others,gas,873092.7367515287,873092.7367515287,873092.7367515287,873092.7367515287,873092.7367515287,EUR
2022-06-21,South Korea,coal,19160211.62388093,19160211.62388093,19160211.62388093,19160211.62388093,19160211.62388093,EUR
2022-06-21,South Korea,oil,15593167.718809996,15593167.718809996,15593167.718809996,15593167.718809996,15593167.718809996,EUR
2022-06-21,Turkey,coal,3719869.31916483,3719869.31916483,3719869.31916483,3719869.31916483,3719869.31916483,EUR
2022-06-21,Turkey,gas,17999515.38935517,17999515.38935517,17999515.38935517,17999515.38935517,17999515.38935517,EUR
2022-06-21,Turkey,oil,11542422.867067315,11542422.867067315,11542422.867067315,11542422.867067315,11542422.867067315,EUR
2022-06-22,China,coal,8881594.05389097,8881594.05389097,8881594.05389097,8881594.05389097,8881594.05389097,EUR
2022-06-22,China,gas,9085351.398030609,9085351.398030609,9085351.398030609,9085351.398030609,9085351.398030609,EUR
2022-06-22,China,oil,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,76078635.41211765,EUR
2022-06-22,EU,coal,44520971.55598052,44520971.55598052,44520971.55598052,44520971.55598052,44520971.55598052,EUR
2022-06-22,EU,gas,85302839.73246215,85302839.73246215,85302839.73246215,85302839.73246215,85302839.73246215,EUR
2022-06-22,EU,oil,292937865.93421775,292937865.93421775,292937865.93421775,292937865.93421775,292937865.93421775,EUR
